PLANTAORIGEN,FECHADESPACHO,C_ID_VIAJE,FECHAVIAJE,C_CLIENTE,D_CLIENTE,ID_ESTADO,ESTADO,D_EMPRESA_TRANSPORTISTA,C_ID_CONDUCTOR,NOM_APE_COND,TIPO_SERVICIO,TIPOCAMION,TIPOTRANSPORTE,TIPO_PRODUCTO,TIPO_FORMA,CANT_PROGRAMADA,F_PRESENTACION,F_LLEGADANAVE,F_EGRESONAVE,F_INGRESOPLANTA,F_PESAJEENTRADA,F_ASIGVIAJE,F_INICIOCARGABULTO,F_FINCARGA,F_PESAJESALIDA,TIPO_ASIGNACION,C_PLANTA,D_PLANTA,TIPO_PERMISO,PESO_NETO,CAP_MAXIMA,ZONA_DESTINO,CUIDAD
Guerrero,11/24/2022 18:13:57,47494101,25-11-2022 23:59:00,N000100266,CLIENTE190,002,BAJA CALIFORNIA,TRANPORTE8,111005,CHOFER320,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,"CINTA,ROLLO",PLANOS,27.876,24-11-2022 12:46:37,24-11-2022 15:33:14,24-11-2022 17:34:51,24-11-2022 12:46:38,24-11-2022 13:03:00,24-11-2022 12:48:51,24-11-2022 17:34:35,24-11-2022 17:34:51,24-11-2022 18:13:57,MANUAL,GUE,Guerrero,Cliente ENVIA,28180,54.000,0,MEXICALI
Guerrero,11/24/2022 18:13:57,47494101,25-11-2022 23:59:00,H000168501,CLIENTE218,026,SONORA,TRANPORTE8,111005,CHOFER320,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,"CINTA,ROLLO",PLANOS,27.876,24-11-2022 12:46:37,24-11-2022 15:33:14,24-11-2022 17:34:51,24-11-2022 12:46:38,24-11-2022 13:03:00,24-11-2022 12:48:51,24-11-2022 17:34:35,24-11-2022 17:34:51,24-11-2022 18:13:57,MANUAL,GUE,Guerrero,Cliente ENVIA,28180,54.000,0,MEXICALI
Guerrero,11/01/2022 11:37:03,46993012,01-11-2022 23:59:00,H000756702,CLIENTE6,019,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,24.53,01-11-2022 09:50:30,01-11-2022 10:39:27,01-11-2022 11:21:32,01-11-2022 09:50:31,01-11-2022 10:05:43,01-11-2022 11:09:02,01-11-2022 11:21:07,01-11-2022 11:21:32,01-11-2022 11:37:03,MANUAL,GUE,Guerrero,Cliente ENVIA,24520,54.000,0,GRAL ESCOBEDO
Guerrero,11/02/2022 08:27:38,47019726,02-11-2022 06:24:00,,CLIENTE132,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,33.342,02-11-2022 07:05:11,02-11-2022 07:58:51,02-11-2022 07:59:47,02-11-2022 07:05:13,02-11-2022 07:07:14,02-11-2022 07:05:39,02-11-2022 07:58:53,02-11-2022 07:59:47,02-11-2022 08:27:38,AUTOMATICA,GUE,Guerrero,Traslado Externo,33290,54.000,0,Cienega de Flores
Guerrero,11/03/2022 08:31:50,46994062,01-11-2022 06:34:00,H010514801,CLIENTE127,019,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.942,03-11-2022 06:37:22,03-11-2022 06:42:40,03-11-2022 07:28:48,03-11-2022 06:37:23,03-11-2022 06:38:39,03-11-2022 06:38:00,03-11-2022 07:03:54,03-11-2022 07:15:16,03-11-2022 08:31:50,,GUE,Guerrero,Cliente ENVIA,21850,54.000,0,APODACA
Guerrero,11/03/2022 13:21:23,47049861,03-11-2022 10:02:00,H010000524,CLIENTE103,019,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,34.33,03-11-2022 11:56:51,03-11-2022 12:42:15,03-11-2022 13:00:33,03-11-2022 11:56:52,03-11-2022 11:58:14,03-11-2022 12:05:56,03-11-2022 12:42:18,03-11-2022 13:00:33,03-11-2022 13:21:23,MANUAL,GUE,Guerrero,Cliente ENVIA,34230,54.000,0,SAN NICOLAS DE LOS GARZA
Guerrero,11/04/2022 06:02:16,47056100,03-11-2022 15:27:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,38.249,04-11-2022 03:38:32,04-11-2022 05:02:34,04-11-2022 05:43:34,04-11-2022 03:38:37,04-11-2022 04:36:26,04-11-2022 03:58:17,04-11-2022 05:02:37,04-11-2022 05:43:34,04-11-2022 06:02:16,MANUAL,GUE,Guerrero,Traslado Externo,38390,54.000,0,San Nicolas de los G
Guerrero,11/06/2022 05:31:33,47106582,05-11-2022 23:59:00,,CLIENTE33,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,28.693,06-11-2022 00:38:24,06-11-2022 00:54:51,06-11-2022 05:16:57,06-11-2022 00:38:25,06-11-2022 00:39:48,06-11-2022 00:40:52,06-11-2022 02:16:43,06-11-2022 04:39:31,06-11-2022 05:31:32,,GUE,Guerrero,Traslado Externo,28650,54.000,0,Cienega de Flores
Guerrero,11/06/2022 10:41:01,47109500,06-11-2022 23:59:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,28.867,06-11-2022 09:10:53,06-11-2022 10:35:17,06-11-2022 10:36:01,06-11-2022 09:10:54,06-11-2022 09:12:21,06-11-2022 09:18:11,06-11-2022 10:35:17,06-11-2022 10:36:00,06-11-2022 10:41:01,MANUAL,GUE,Guerrero,Traslado Externo,28750,54.000,0,Pesqueria
Guerrero,11/08/2022 06:41:56,47153725,08-11-2022 00:22:00,,CLIENTE125,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,32.948,08-11-2022 04:13:29,08-11-2022 06:34:25,08-11-2022 06:35:04,08-11-2022 04:13:30,08-11-2022 04:14:52,08-11-2022 04:14:37,08-11-2022 06:34:26,08-11-2022 06:35:03,08-11-2022 06:41:56,MANUAL,GUE,Guerrero,Traslado Externo,32930,54.000,0,San Nicolas de los G
Guerrero,11/11/2022 09:18:53,47210005,11-11-2022 17:26:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,20.53,11-11-2022 05:52:01,11-11-2022 09:11:31,11-11-2022 09:11:52,11-11-2022 05:52:02,11-11-2022 05:59:01,11-11-2022 05:59:51,11-11-2022 09:11:33,11-11-2022 09:11:52,11-11-2022 09:18:53,MANUAL,GUE,Guerrero,Traslado Externo,20640,54.000,0,Monterrey
Guerrero,11/12/2022 10:19:28,47222353,11-11-2022 07:42:00,H000188600,CLIENTE115,019,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,12.273,12-11-2022 07:32:35,12-11-2022 09:03:39,12-11-2022 09:53:37,12-11-2022 07:32:37,12-11-2022 07:39:19,12-11-2022 07:32:35,12-11-2022 09:53:24,12-11-2022 09:53:37,12-11-2022 10:19:28,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,12330,54.000,0,SAN NICOLAS DE LOS GARZA
Guerrero,11/12/2022 10:19:28,47222353,11-11-2022 07:42:00,H000188600,CLIENTE115,019,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,12.273,12-11-2022 07:32:35,12-11-2022 09:03:39,12-11-2022 09:53:37,12-11-2022 07:32:37,12-11-2022 07:39:19,12-11-2022 07:32:35,12-11-2022 09:53:24,12-11-2022 09:53:37,12-11-2022 10:19:28,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,12330,54.000,0,SAN NICOLAS DE LOS GARZA
Guerrero,11/12/2022 22:03:24,47250008,12-11-2022 16:25:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.2,12-11-2022 20:05:00,12-11-2022 21:52:54,12-11-2022 21:53:22,12-11-2022 20:05:02,12-11-2022 20:13:47,12-11-2022 20:16:37,12-11-2022 21:52:59,12-11-2022 21:53:22,12-11-2022 22:03:24,MANUAL,GUE,Guerrero,Traslado Externo,21280,54.000,0,San Nicolas de los G
Guerrero,11/13/2022 02:21:44,47250865,19-11-2022 17:20:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,35.322,13-11-2022 01:21:56,13-11-2022 02:06:37,13-11-2022 02:07:20,13-11-2022 01:21:57,13-11-2022 01:29:48,13-11-2022 01:30:34,13-11-2022 02:06:40,13-11-2022 02:07:20,13-11-2022 02:21:44,MANUAL,GUE,Guerrero,Traslado Externo,35400,54.000,0,Pesqueria
Guerrero,11/13/2022 18:03:25,47260902,13-11-2022 08:24:00,H000268986,CLIENTE211,019,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,35.004,13-11-2022 14:01:45,13-11-2022 16:49:42,13-11-2022 16:50:26,13-11-2022 14:01:46,13-11-2022 14:14:09,13-11-2022 14:02:15,13-11-2022 16:49:42,13-11-2022 16:50:26,13-11-2022 18:03:25,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,35080,54.000,0,CIENEGA DE FLORES
Guerrero,11/15/2022 00:33:15,47277397,14-11-2022 23:59:00,,CLIENTE200,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,19.545,14-11-2022 21:55:21,14-11-2022 22:43:35,15-11-2022 00:07:13,14-11-2022 21:55:23,14-11-2022 22:05:20,14-11-2022 21:55:40,14-11-2022 22:43:40,15-11-2022 00:07:13,15-11-2022 00:33:15,AUTOMATICA,GUE,Guerrero,Traslado Externo,19540,54.000,0,Gral. Escobedo
Guerrero,11/15/2022 16:40:17,47303396,15-11-2022 11:24:00,H000041807,CLIENTE93,019,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.145,15-11-2022 14:49:17,15-11-2022 16:02:17,15-11-2022 16:21:59,15-11-2022 14:49:19,15-11-2022 15:15:33,15-11-2022 14:50:30,15-11-2022 16:02:20,15-11-2022 16:21:59,15-11-2022 16:40:17,MANUAL,GUE,Guerrero,Cliente ENVIA,21160,54.000,0,APODACA
Guerrero,11/16/2022 20:13:39,47329819,16-11-2022 17:59:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,36.2,16-11-2022 18:21:52,16-11-2022 19:36:53,16-11-2022 19:37:29,16-11-2022 18:21:53,16-11-2022 18:28:44,16-11-2022 18:22:12,16-11-2022 19:36:54,16-11-2022 19:37:29,16-11-2022 20:13:39,AUTOMATICA,GUE,Guerrero,Traslado Externo,36200,54.000,0,Monterrey
Guerrero,11/17/2022 10:59:11,47309665,15-11-2022 17:20:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,34.135,17-11-2022 08:14:32,17-11-2022 08:19:57,17-11-2022 10:54:10,17-11-2022 08:14:43,17-11-2022 08:16:06,17-11-2022 08:14:59,17-11-2022 09:54:59,17-11-2022 10:39:31,17-11-2022 10:59:11,,GUE,Guerrero,Traslado Externo,34060,54.000,0,Monterrey
Guerrero,11/19/2022 16:56:51,47372070,18-11-2022 23:59:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.543,19-11-2022 16:15:37,19-11-2022 16:37:38,19-11-2022 16:37:52,19-11-2022 16:15:38,19-11-2022 16:22:26,19-11-2022 16:15:57,19-11-2022 16:37:40,19-11-2022 16:37:52,19-11-2022 16:56:51,AUTOMATICA,GUE,Guerrero,Traslado Externo,21620,54.000,Customizados MP (M3),Monterrey
Guerrero,11/19/2022 21:15:18,47393619,19-11-2022 23:59:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,33.47,19-11-2022 19:23:55,19-11-2022 19:29:30,19-11-2022 20:50:32,19-11-2022 19:23:56,19-11-2022 19:25:29,19-11-2022 19:24:08,19-11-2022 20:13:55,19-11-2022 20:50:29,19-11-2022 21:15:18,,GUE,Guerrero,Traslado Externo,33390,54.000,0,Monterrey
Guerrero,11/24/2022 00:28:38,47476866,23-11-2022 09:26:00,,CLIENTE63,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,BANDA,PLANOS,29.894,23-11-2022 20:39:44,23-11-2022 23:57:32,23-11-2022 23:57:51,23-11-2022 20:39:45,23-11-2022 20:41:23,23-11-2022 20:40:03,23-11-2022 23:57:34,23-11-2022 23:57:51,24-11-2022 00:28:38,AUTOMATICA,GUE,Guerrero,Traslado Externo,29820,54.000,0,Gral. Escobedo
Guerrero,11/26/2022 10:21:09,47545340,26-11-2022 07:30:00,H000626900,CLIENTE83,019,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.763,26-11-2022 07:45:33,26-11-2022 10:07:12,26-11-2022 10:07:22,26-11-2022 07:45:34,26-11-2022 07:46:59,26-11-2022 07:56:09,26-11-2022 10:07:15,26-11-2022 10:07:22,26-11-2022 10:21:09,MANUAL,GUE,Guerrero,Cliente ENVIA,21720,54.000,0,CIENEGA DE FLORES
Guerrero,11/27/2022 05:28:26,47560123,27-11-2022 00:23:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.729,27-11-2022 04:04:07,27-11-2022 04:36:34,27-11-2022 05:08:41,27-11-2022 04:04:08,27-11-2022 04:05:41,27-11-2022 04:04:51,27-11-2022 04:36:38,27-11-2022 05:08:41,27-11-2022 05:28:26,MANUAL,GUE,Guerrero,Traslado Externo,21650,54.000,0,Monterrey
Guerrero,11/27/2022 10:28:35,47560135,27-11-2022 00:24:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.11,27-11-2022 08:38:18,27-11-2022 10:06:02,27-11-2022 10:11:33,27-11-2022 08:38:29,27-11-2022 08:44:31,27-11-2022 08:46:53,27-11-2022 10:06:15,27-11-2022 10:11:33,27-11-2022 10:28:35,MANUAL,GUE,Guerrero,Traslado Externo,21210,54.000,0,Pesqueria
Guerrero,11/29/2022 06:10:57,47590090,04-12-2022 10:15:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE70,101824,CHOFER321,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,37.95,29-11-2022 05:14:58,29-11-2022 05:37:55,29-11-2022 05:55:52,29-11-2022 05:14:59,29-11-2022 05:16:15,29-11-2022 05:23:55,29-11-2022 05:37:58,29-11-2022 05:55:52,29-11-2022 06:10:57,MANUAL,GUE,Guerrero,Traslado Externo,37860,54.000,0,Pesqueria
Guerrero,11/04/2022 14:19:38,47075404,04-11-2022 23:59:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,38.725,04-11-2022 10:39:02,04-11-2022 13:29:37,04-11-2022 14:08:54,04-11-2022 10:39:03,04-11-2022 10:46:55,04-11-2022 10:45:02,04-11-2022 14:05:16,04-11-2022 14:08:54,04-11-2022 14:19:38,MANUAL,GUE,Guerrero,Cliente ENVIA,38690,54.000,0,GRAL ESCOBEDO
Guerrero,11/06/2022 17:49:50,47119077,06-11-2022 09:18:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,33.08,06-11-2022 12:44:43,06-11-2022 17:16:44,06-11-2022 17:20:31,06-11-2022 12:44:45,06-11-2022 12:46:27,06-11-2022 12:45:07,06-11-2022 17:20:03,06-11-2022 17:20:28,06-11-2022 17:49:50,,GUE,Guerrero,Traslado Externo,33040,54.000,0,Monterrey
Guerrero,11/08/2022 18:36:25,47165028,08-11-2022 14:19:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,33.01,08-11-2022 15:11:45,08-11-2022 18:10:41,08-11-2022 18:13:08,08-11-2022 15:11:45,08-11-2022 15:18:45,08-11-2022 15:12:33,08-11-2022 18:10:41,08-11-2022 18:13:08,08-11-2022 18:36:25,AUTOMATICA,GUE,Guerrero,Traslado Externo,32850,54.000,0,Monterrey
Guerrero,11/09/2022 06:07:51,47164533,08-11-2022 23:59:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,36.794,09-11-2022 00:58:06,09-11-2022 05:42:41,09-11-2022 05:43:49,09-11-2022 00:58:10,09-11-2022 01:01:05,09-11-2022 01:03:06,09-11-2022 05:42:45,09-11-2022 05:43:49,09-11-2022 06:07:51,MANUAL,GUE,Guerrero,Traslado Externo,36790,54.000,0,Monterrey
Guerrero,11/11/2022 05:12:58,47218049,12-11-2022 01:18:00,H000269647,CLIENTE157,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,11.808,11-11-2022 01:54:46,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 01:54:47,11-11-2022 02:01:23,11-11-2022 01:55:44,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 05:12:58,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,11900,54.000,0,APODACA
Guerrero,11/11/2022 05:12:58,47218049,12-11-2022 01:18:00,H000269647,CLIENTE157,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,11.808,11-11-2022 01:54:46,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 01:54:47,11-11-2022 02:01:23,11-11-2022 01:55:44,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 05:12:58,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,11900,54.000,0,APODACA
Guerrero,11/11/2022 05:12:58,47218049,12-11-2022 01:18:00,H000269647,CLIENTE157,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,11.808,11-11-2022 01:54:46,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 01:54:47,11-11-2022 02:01:23,11-11-2022 01:55:44,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 05:12:58,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,11900,54.000,0,APODACA
Guerrero,11/11/2022 05:12:58,47218049,12-11-2022 01:18:00,H000269647,CLIENTE157,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,11.808,11-11-2022 01:54:46,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 01:54:47,11-11-2022 02:01:23,11-11-2022 01:55:44,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 05:12:58,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,11900,54.000,0,APODACA
Guerrero,11/11/2022 05:12:58,47218049,12-11-2022 01:18:00,H000269647,CLIENTE157,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,11.808,11-11-2022 01:54:46,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 01:54:47,11-11-2022 02:01:23,11-11-2022 01:55:44,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 05:12:58,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,11900,54.000,0,APODACA
Guerrero,11/11/2022 05:12:58,47218049,12-11-2022 01:18:00,H000269647,CLIENTE157,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,11.808,11-11-2022 01:54:46,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 01:54:47,11-11-2022 02:01:23,11-11-2022 01:55:44,11-11-2022 04:17:26,11-11-2022 04:20:29,11-11-2022 05:12:58,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,11900,54.000,0,APODACA
Guerrero,11/11/2022 12:44:06,47222254,11-11-2022 07:25:00,H000623326,CLIENTE130,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,9.702,11-11-2022 09:40:21,11-11-2022 11:16:16,11-11-2022 12:35:17,11-11-2022 09:40:22,11-11-2022 09:41:45,11-11-2022 09:53:24,11-11-2022 12:34:12,11-11-2022 12:35:17,11-11-2022 12:44:06,MANUAL,GUE,Guerrero,Cliente ENVIA,9520,54.000,0,CIENEGA DE FLORES
Guerrero,11/11/2022 23:43:29,47218128,11-11-2022 23:59:00,N000003215,CLIENTE139,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.482,11-11-2022 21:17:56,11-11-2022 21:36:44,11-11-2022 23:25:11,11-11-2022 21:17:57,11-11-2022 21:19:37,11-11-2022 21:23:54,11-11-2022 22:30:40,11-11-2022 23:02:16,11-11-2022 23:43:29,,GUE,Guerrero,Cliente ENVIA,21440,54.000,0,SAN NICOLAS DE LOS GARZA
Guerrero,11/12/2022 13:12:20,47243107,12-11-2022 08:24:00,H000122204,CLIENTE163,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,32.814,12-11-2022 10:00:59,12-11-2022 10:18:38,12-11-2022 12:42:31,12-11-2022 10:01:01,12-11-2022 10:02:45,12-11-2022 10:02:23,12-11-2022 10:47:29,12-11-2022 12:42:29,12-11-2022 13:12:20,,GUE,Guerrero,Cliente ENVIA,32690,54.000,0,APODACA
Guerrero,11/12/2022 13:12:20,47243107,12-11-2022 08:24:00,H000122204,CLIENTE163,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,32.814,12-11-2022 10:00:59,12-11-2022 10:18:38,12-11-2022 12:42:31,12-11-2022 10:01:01,12-11-2022 10:02:45,12-11-2022 10:02:23,12-11-2022 10:47:29,12-11-2022 12:42:29,12-11-2022 13:12:20,,GUE,Guerrero,Cliente ENVIA,32690,54.000,0,APODACA
Guerrero,11/12/2022 19:50:29,47249863,12-11-2022 16:21:00,,CLIENTE124,19,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,20.799,12-11-2022 17:32:46,12-11-2022 19:36:46,12-11-2022 19:37:10,12-11-2022 17:32:47,12-11-2022 17:34:35,12-11-2022 17:40:48,12-11-2022 19:36:50,12-11-2022 19:37:10,12-11-2022 19:50:29,MANUAL,GUE,Guerrero,Traslado Externo,20740,54.000,0,Monterrey
Guerrero,11/13/2022 01:18:59,47255375,12-11-2022 22:53:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,38.795,12-11-2022 23:03:20,13-11-2022 00:16:27,13-11-2022 00:41:07,12-11-2022 23:03:21,12-11-2022 23:05:24,12-11-2022 23:07:30,13-11-2022 00:16:32,13-11-2022 00:41:07,13-11-2022 01:18:59,MANUAL,GUE,Guerrero,Cliente ENVIA,38660,54.000,0,GRAL ESCOBEDO
Guerrero,11/13/2022 17:19:14,47264698,13-11-2022 13:20:00,H000122204,CLIENTE163,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,35.9,13-11-2022 14:18:24,13-11-2022 16:37:55,13-11-2022 16:47:54,13-11-2022 14:18:25,13-11-2022 14:20:29,13-11-2022 14:19:01,13-11-2022 16:38:00,13-11-2022 16:47:54,13-11-2022 17:19:14,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,35750,54.000,0,APODACA
Guerrero,11/13/2022 17:19:14,47264698,13-11-2022 13:20:00,H000122204,CLIENTE163,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,35.9,13-11-2022 14:18:24,13-11-2022 16:37:55,13-11-2022 16:47:54,13-11-2022 14:18:25,13-11-2022 14:20:29,13-11-2022 14:19:01,13-11-2022 16:38:00,13-11-2022 16:47:54,13-11-2022 17:19:14,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,35750,54.000,0,APODACA
Guerrero,11/16/2022 13:47:55,47321925,16-11-2022 09:35:00,H010000377,CLIENTE188,019,Nuevo Leon,TRANPORTE38,107818,CHOFER322,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.4,16-11-2022 11:27:13,16-11-2022 13:01:01,16-11-2022 13:15:41,16-11-2022 11:27:15,16-11-2022 12:05:38,16-11-2022 11:27:36,16-11-2022 13:01:04,16-11-2022 13:15:41,16-11-2022 13:47:55,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,21420,54.000,0,APODACA
